





202108111|3435|SVS|4|4|650000|2|0||
202108112|500|TDV.D|2|2|650000|2|3||
202108113|14|TDV.D|64|64|690000|2|0||
202108114|1|CCR|79|64|51500000|2|0||
202108115|1|CCR|6|64|51598000|2|0||
202108116|75|TDV.D|6|64|690000|2|0||
202108117|300|MPA|6|32|719990|2|0||
202108118|1000|MPA|14|32|719990|2|0||
202108119|366|MPA|4|32|720000|2|0||
2021081110|700|MPA|4|32|725000|2|0||
2021081111|10|MPA|4|10|730000|2|0||
2021081112|4|BVCC|60|64|380000|2|0||
2021081113|250|MPA|4|32|730000|2|0||
2021081114|514|ENV|34|77|750000|2|0||
2021081115|50|BVCC|60|22|380000|2|0||
2021081116|10|BVCC|60|10|380000|2|0||
2021081117|20|PGR|64|64|140000|2|0||
2021081118|1340|BNC|4|4|22000|2|3||
2021081119|118|RST|10|10|2000000|0|3||
2021081120|613|BVCC|10|10|385000|0|3||
2021081121|100|CIE|2|64|70000|2|0||
2021081122|56|BVCC|60|64|380000|2|0||
2021081123|6000|BVCC|49|32|360000|1|3||
2021081124|1|ENV|48|64|740000|2|0||
2021081125|1801|ENV|48|58|740000|2|0||
2021081126|44|RST|10|10|2000000|0|3||
2021081127|100|BNC|6|64|22000|2|0||
2021081128|35|BNC|6|10|22000|2|0||
2021081129|55|MPA|4|32|730000|2|0||
2021081130|50|BPV|4|4|6300000|2|3||
2021081131|300|TPG|6|6|39990|2|0||
2021081132|90|BNC|6|10|22000|2|0||
2021081133|6|RST.B|6|22|1219000|2|0||
2021081134|300|BNC|6|22|22000|2|0||
2021081135|80|RST.B|32|22|1220000|2|0||
2021081136|18|FVI.B|6|22|2614000|2|0||
2021081137|9|FVI.B|12|22|2615000|2|0||
2021081138|90|BVCC|60|4|380000|2|0||
2021081139|57|BVCC|60|22|380000|2|0||
2021081140|500|TPG|6|32|39990|2|0||
2021081141|265|RST.B|32|32|1220000|2|0||
2021081142|120|FVI.B|12|32|2615000|2|0||
2021081143|14000|BOU|4|32|530|2|0||
2021081144|245|BVCC|60|17|380000|2|0||
2021081145|2988|BVCC|60|17|380000|2|0||
2021081146|320|BVCC|52|17|380000|2|0||
2021081147|2000|BVCC|1|17|380000|2|0||
2021081148|1000|BVCC|52|17|380000|2|0||
2021081149|2000|BVCC|49|32|360000|1|3||
2021081150|3|ABC.A|22|64|2538900|2|0||
2021081151|200|BVCC|52|12|384500|2|0||
2021081152|5|BNC|6|64|22000|2|0||
2021081153|5|BOU|4|64|530|2|0||
2021081154|1500|BVCC|1|17|380000|2|0||
2021081155|3212|BVCC|33|17|380000|2|0||
2021081156|5|BVL|10|64|500000|2|0||
2021081157|237|BVCC|33|10|380000|2|0||
2021081158|3|BVCC|52|64|383000|2|0||
2021081159|318|BNC|6|22|22000|2|0||
2021081160|4|RST|6|64|1930000|2|0||
2021081161|271|FVI.B|12|77|2615000|2|0||
2021081162|68|FVI.B|32|77|2650000|2|0||
2021081163|140|FVI.B|6|6|2650000|2|0||
2021081164|5|CCR|6|12|51597990|2|0||
2021081165|3|CCR|10|12|51598000|2|0||
2021081166|100|BNC|6|6|21700|2|0||
2021081167|136|BNC|6|64|21500|2|0||
2021081168|2|BVCC|6|64|380000|2|0||
2021081169|240|DOM|4|2|1980000|2|0||
2021081170|2|ABC.A|22|64|2538900|2|0||
2021081171|4764|BNC|6|32|21500|2|0||
2021081172|381|BVCC|6|17|380000|2|0||
2021081173|100|DOM|4|17|1980000|2|0||
2021081174|100|BVCC|52|17|380000|2|0||
2021081175|175|ENV|6|58|740000|2|0||
2021081176|45|BVCC|49|17|380000|2|0||
2021081177|63|BNC|6|22|22000|2|0||
2021081178|3|CCR|2|12|51598000|2|0||
2021081179|6|TPG|22|64|37000|2|0||
2021081180|544|TPG|22|49|37000|2|0||
2021081181|212|BNC|6|22|22000|2|0||
2021081182|26|DOM|4|49|1980000|2|0||
2021081183|49|DOM|32|49|1980000|2|0||
2021081184|100|DOM|32|49|1980000|2|0||
2021081185|4|BVCC|52|17|383000|2|0||
2021081186|100|ENV|49|49|740000|1|3||
2021081187|92|MVZ.B|22|22|6600000|2|3||
2021081188|10000|BVCC|49|17|380000|1|3||
2021081189|13400|BVCC|33|32|370000|1|3||
2021081190|123|BVCC|33|32|370000|1|3||
2021081191|3000|BVCC|33|32|370000|1|3||
2021081192|500|BVCC|33|32|370000|1|3||
2021081193|894|BVCC|12|64|380000|2|0||
2021081194|100|BVCC|12|6|380000|2|0||
2021081195|5|ABC.A|22|10|2538900|2|0||
2021081196|305|RST|10|6|1815000|2|0||
2021081197|145|ABC.A|2|10|2400010|2|0||
2021081198|60|ABC.A|2|2|2400000|2|3||
2021081199|4|CCR|6|12|51597990|2|0||
20210811100|50|MVZ.B|6|2|6850000|2|0||
20210811101|41|MVZ.B|22|2|6850000|2|0||
20210811102|5|RST.B|32|58|1220000|2|0||
20210811103|3|RST|6|6|1815000|2|0||
20210811104|21|BNC|6|64|22000|2|0||
20210811105|15236|BNC|4|32|21500|2|0||
20210811106|9000|BNC|4|17|21500|2|0||
20210811107|15000|BNC|4|32|21500|2|0||
20210811108|1|TDV.D|32|64|693990|2|0||
20210811109|9|TPG|52|64|39000|2|0||
20210811110|20|BOU|4|64|530|2|0||
20210811111|6|BVCC|12|4|380000|2|0||
20210811112|1500|BVCC|1|4|380000|2|0||
20210811113|30|FVI.B|6|48|2650000|2|0||
20210811114|6|BPV|64|48|6400000|2|0||
20210811115|208|BVCC|52|48|383000|2|0||
20210811116|5|BPV|64|49|6400000|2|0||
20210811117|1|BPV|64|49|6400000|2|0||
20210811118|200|MVZ.A|6|4|6850000|2|0||
20210811119|28|BPV|64|49|6400000|2|0||
20210811120|730|BVCC|60|4|380000|2|0||
20210811121|10|BVL|22|49|480000|2|0||
20210811122|4|MVZ.B|22|49|6850000|2|0||
20210811123|1261|BNC|4|78|21500|2|0||
20210811124|14|BPV|48|49|6400000|2|0||
20210811125|20|FVI.B|6|22|2650000|2|0||
20210811126|11|FVI.B|22|22|2650000|2|3||
20210811127|3|TDV.D|48|64|690000|2|0||
20210811128|3|TDV.D|48|49|690000|2|0||
20210811129|10|MVZ.A|64|2|6850000|2|0||
20210811130|20|RST|64|32|1815000|2|0||
20210811131|100|RST|10|6|1830000|2|0||
20210811132|475|FVI.B|6|77|2650000|2|0||
20210811133|63|FVI.B|48|77|2650000|2|0||
20210811134|500|MPA|6|17|724990|2|0||
20210811135|250|MPA|14|17|725000|2|0||
20210811136|2122|MPA|32|17|725000|2|0||
20210811137|9|MVZ.B|64|17|6800000|2|0||
20210811138|13|MVZ.B|22|17|6850000|2|0||
20210811139|531|BNC|6|22|22000|2|0||
20210811140|100|BVCC|60|22|380000|2|0||
20210811141|10|FVI.B|6|77|2699000|2|0||
20210811142|1|BPV|12|12|6500000|0|3||
20210811143|27|PGR|64|6|140000|2|0||
20210811144|5|RST.B|32|64|1220000|2|0||
20210811145|7|SVS|10|6|700000|2|0||
20210811146|67|TPG|52|6|39000|2|0||
202108113001|5000000000|GE017P|10|10|78.6|0|0|111111111.11|
202108113002|70450000000|D2111P|58|58|85.81|0|0|10567500000|
202108113003|70450000000|D2121P|58|58|85.81|0|0|10567500000|
202108113004|3000000000|BE141P|17|17|78.28|0|0|8333333.33|
202108113005|19942|VI211P|64|64|99.998|0|0|58.16|
202108113006|3000000000|MO112P|6|6|78.3983|0|0|41666666.67|
